adresse_vs	nom_ghidra_vs	taille	etat_vs	issue	image_jumelle	adresse_jumelle	fichier_cs	nom_csharp	mots_differents
0x80051880	FUN_80051880*	160	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80047A54	-	-	0
0x80051920	FUN_80051920*	5268	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80047AF4	-	-	0
0x80052DB4	FUN_80052db4	1404	ABSENTE	PORTEE_AILLEURS	TITLE	0x80048F88	TITLE_EXE/SpriteRenderer.cs	SpriteRenderer.DrawSpriteGroup	0
0x80053840	FUN_80053840	304	ABSENTE	PORTEE_AILLEURS	TITLE	0x80049A14	TITLE_EXE/TaskSystem.cs	TaskSystem.DeleteTaskList	0
0x80053970	FUN_80053970	96	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x80049B44	-	-	0
0x800539D0	FUN_800539d0	272	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80049BA4	-	-	0
0x80053AE0	FUN_80053ae0*	8	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80049CB4	-	-	0
0x80053AE8	FUN_80053ae8*	52	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80049CBC	-	-	0
0x80053B1C	FUN_80053b1c*	1000	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80049CF0	-	-	0
0x80053F04	FUN_80053f04*	328	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004A0D8	-	-	0
0x8005404C	FUN_8005404c*	1192	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004A220	-	-	0
0x800544F4	FUN_800544f4*	1180	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004A6C8	-	-	0
0x80054990	FUN_80054990*	348	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004AB64	-	-	0
0x80054AEC	FUN_80054aec*	292	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004ACC0	-	-	0
0x80054C10	FUN_80054c10*	404	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004ADE4	-	-	0
0x80054DA4	FUN_80054da4*	128	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004AF78	-	-	0
0x80054E24	FUN_80054e24*	628	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004AFF8	-	-	0
0x80055098	FUN_80055098*	108	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004B26C	-	-	0
0x80055104	FUN_80055104*	88	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004B2D8	-	-	0
0x8005515C	FUN_8005515c*	652	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004B330	-	-	0
0x800553E8	FUN_800553e8*	256	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004B5BC	-	-	0
0x800554E8	FUN_800554e8*	612	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004B6BC	-	-	0
0x8005574C	FUN_8005574c*	428	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004B920	-	-	0
0x800558F8	FUN_800558f8*	716	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004BACC	-	-	0
0x80055BC4	FUN_80055bc4*	80	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004BD98	-	-	0
0x80055C14	FUN_80055c14*	88	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004BDE8	-	-	0
0x80055C6C	FUN_80055c6c	340	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004BE40	-	-	0
0x80055DC0	FUN_80055dc0	60	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004BF94	-	-	0
0x80055DFC	FUN_80055dfc	64	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004BFD0	-	-	0
0x80057A7C	FUN_80057a7c	1700	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004DBE8	-	-	1
0x80058120	FUN_80058120	536	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004E28C	-	-	0
0x80058338	FUN_80058338	2440	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004E4A4	-	-	0
0x80058CC0	FUN_80058cc0*	1644	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004EE2C	-	-	0
0x8005932C	FUN_8005932c*	392	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8004F498	-	-	1
0x800594B4	FUN_800594b4	2528	SOUCHE	SANS_JUMELLE	-	-	-	-	-
0x80059E94	FUN_80059e94	624	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x80050014	-	-	1
0x8005A104	FUN_8005a104	1196	SOUCHE	SANS_JUMELLE	-	-	-	-	-
0x8005A5B0	FUN_8005a5b0	8500	SOUCHE	SANS_JUMELLE	-	-	-	-	-
0x8005C6E4	FUN_8005c6e4	1276	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x8005286C	-	-	5
0x8005CFA0	FUN_8005cfa0*	596	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80053048	-	-	27
0x8005D1FC	FUN_8005d1fc	96	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x800532A4	-	-	0
0x8005D25C	FUN_8005d25c	2076	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80053304	-	-	7
0x8005DA78	FUN_8005da78	1908	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80053B20	-	-	25
0x8005E1EC	FUN_8005e1ec	1696	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80054294	-	-	10
0x8005E88C	FUN_8005e88c*	200	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80054934	-	-	8
0x8005E954	FUN_8005e954*	404	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x800549FC	-	-	21
0x8005EAE8	FUN_8005eae8*	44	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80054B90	-	-	1
0x8005EB14	FUN_8005eb14*	312	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80054BBC	-	-	14
0x8005EC4C	FUN_8005ec4c	64	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x80054CF4	-	-	6
0x8005EC8C	FUN_8005ec8c	104	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x80054D34	-	-	4
0x8005ECF4	FUN_8005ecf4	52	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x80054D9C	-	-	1
0x8005ED28	FUN_8005ed28	72	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x80054DD0	-	-	2
0x8005ED70	FUN_8005ed70	236	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x80054E18	-	-	6
0x8005EE5C	FUN_8005ee5c	196	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x80054F04	-	-	5
0x8005EF20	FUN_8005ef20	328	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x80054FC8	-	-	6
0x8005F068	FUN_8005f068	1048	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80055110	-	-	21
0x8005F480	FUN_8005f480	176	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80055528	-	-	1
0x8005F530	FUN_8005f530	148	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x800555D8	-	-	5
0x8005F5C4	FUN_8005f5c4	156	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8005566C	-	-	5
0x8005F660	FUN_8005f660	164	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80055708	-	-	3
0x8005F704	FUN_8005f704	1176	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x800557AC	-	-	25
0x8005FB9C	FUN_8005fb9c	336	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x80055C44	-	-	2
0x8005FCEC	FUN_8005fcec	176	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x80055D94	-	-	1
0x8005FD9C	FUN_8005fd9c	448	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x80055E44	-	-	3
0x8005FF5C	FUN_8005ff5c	340	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x80056004	-	-	9
0x800600B0	FUN_800600b0	112	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x80056158	-	-	5
0x80060144	FUN_80060144	408	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x800561EC	-	-	6
0x800602DC	FUN_800602dc	136	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x80056384	-	-	6
0x80060364	FUN_80060364	276	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x8005640C	-	-	16
0x80060478	FUN_80060478	260	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80056520	-	-	11
0x8006057C	FUN_8006057c*	92	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80056624	-	-	3
0x800605D8	FUN_800605d8	324	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80056680	-	-	9
0x8006071C	FUN_8006071c	720	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x800567C4	-	-	10
0x800609EC	FUN_800609ec	96	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80056A94	-	-	6
0x80060A4C	FUN_80060a4c	60	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x80056AF4	-	-	0
0x80060A88	FUN_80060a88	464	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80056B30	TITLE_EXE/FrameLoop.cs	FrameLoop.FUN_80056b30	11
0x80060C58	FUN_80060c58	132	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80056D00	TITLE_EXE/FrameLoop.cs	FrameLoop.FUN_80056d00	4
0x800612DC	FUN_800612dc*	112	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80057384	-	-	0
0x8006134C	FUN_8006134c*	276	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x800573F4	-	-	0
0x800614AC	FUN_800614ac*	288	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80057554	-	-	0
0x80061BD8	FUN_80061bd8	372	ABSENTE	PORTEE_AILLEURS	TITLE	0x80057C80	TITLE_EXE/TitleImages.cs	TitleImages.LoadImageListInVram	0
0x80061E90	FUN_80061e90*	72	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80057F38	-	-	0
0x80061F1C	FUN_80061f1c	404	SOUCHE	JUMELLE_NON_PORTEE	TITLE	0x80057FC4	-	-	0
0x80062684	FUN_80062684	920	SOUCHE	SANS_JUMELLE	-	-	-	-	-
0x80062A1C	FUN_80062a1c	320	SOUCHE	SANS_JUMELLE	-	-	-	-	-
0x80062B5C	FUN_80062b5c	348	SOUCHE	SANS_JUMELLE	-	-	-	-	-
0x80062CB8	FUN_80062cb8	244	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80058EC4	-	-	0
0x80062DAC	FUN_80062dac*	424	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80058FB8	-	-	0
0x800631DC	FUN_800631dc*	144	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x800593E8	-	-	0
0x8006326C	FUN_8006326c*	88	ABSENTE	JUMELLE_NON_PORTEE	TITLE	0x80059478	-	-	0
